name,height_cm,weight_kg,reach_cm,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,wins,losses,draws
Jorgen Kruth,187.96,92.99,,,1974-05-08,,,,,,,,,,,
Jose Alday,170.18,61.23,172.72,Orthodox,1991-09-14,,,,,,,,,,,
Jose Aldo,170.18,61.23,177.8,Orthodox,1986-09-09,3.65,46.0,3.81,60.0,0.47,51.0,92.0,0.1,32.0,10.0,0.0
Jose Augusto,190.5,113.85,,,1992-03-28,,,,,,,,,,,
Jose Barreto,,83.91,,Southpaw,,,,,,,,,,,,
Jose Canseco,193.04,108.86,,Orthodox,1964-07-02,,,,,,,,,,,
Jose Daniel Medina,182.88,83.91,187.96,Orthodox,1991-05-17,,,,,,,,,,,
Jose Delano,172.72,65.77,177.8,Orthodox,1996-09-11,,,,,,,,,,,
Jose Delgado,180.34,65.77,187.96,Switch,1998-04-21,7.13,49.0,3.67,55.0,4.58,60.0,71.0,0.0,10.0,1.0,0.0
Jose Henrique,190.5,77.11,200.66,Orthodox,2002-05-23,,,,,,,,,,,
Jose Johnson,182.88,56.7,180.34,Orthodox,1995-05-20,2.27,57.0,1.61,53.0,0.69,60.0,41.0,0.7,16.0,10.0,0.0
Jose Landi-Jons,180.34,77.11,,Orthodox,1973-09-09,,,,,,,,,,,
Jose Maria,165.1,56.7,,Orthodox,1982-01-04,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,37.0,7.0,0.0
Jose Medina,182.88,83.91,187.96,Orthodox,1991-05-17,2.18,36.0,5.25,47.0,0.45,33.0,31.0,0.0,11.0,5.0,0.0
Jose Montanha,,120.2,,,1996-08-25,,,,,,,,,,,
Jose Ochoa,170.18,56.7,170.18,Southpaw,2000-12-31,3.01,37.0,2.33,60.0,0.43,50.0,59.0,1.3,8.0,2.0,0.0
Jose Palacios,175.26,65.77,,Orthodox,,,,,,,,,,,,
Jose Perez,,,,,,,,,,,,,,,,
Jose Quinonez,172.72,61.23,175.26,Southpaw,1990-07-28,3.6,45.0,3.0,64.0,2.7,47.0,42.0,0.6,9.0,5.0,0.0
Jose Santibanez,,70.31,,,1980-01-18,,,,,,,,,,,
Jose Torres,162.56,56.7,165.1,Orthodox,1992-08-02,4.37,36.0,9.84,50.0,1.28,33.0,75.0,0.0,8.0,1.0,0.0
Josefine Knutsson,160.02,52.16,152.4,Orthodox,1996-01-16,4.24,51.0,2.13,54.0,1.6,72.0,35.0,0.0,8.0,1.0,0.0
Joselyne Edwards,172.72,61.23,177.8,Orthodox,1995-09-29,4.73,53.0,3.28,50.0,1.29,38.0,61.0,0.5,16.0,6.0,0.0
Joseph Benavidez,162.56,56.7,165.1,Southpaw,1984-07-31,3.52,34.0,2.67,61.0,1.41,30.0,62.0,0.6,28.0,8.0,0.0
Joseph Gigliotti,180.34,83.91,,Orthodox,1993-08-13,1.04,39.0,2.92,45.0,1.56,100.0,50.0,0.8,7.0,2.0,0.0
Joseph Holmes,193.04,83.91,203.2,Orthodox,1995-07-04,2.88,53.0,3.08,54.0,1.49,40.0,50.0,0.8,8.0,4.0,0.0
Joseph Larcinese,,56.7,,,1998-10-01,,,,,,,,,,,
Joseph Morales,167.64,56.7,175.26,Switch,1994-08-22,2.02,40.0,2.11,57.0,1.23,42.0,28.0,2.9,14.0,2.0,0.0
Joseph Sandoval,170.18,61.23,,Southpaw,1986-05-11,1.82,42.0,12.12,60.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0
Josh Appelt,177.8,115.67,,Southpaw,1983-06-19,,,,,,,,,,,
Josh Barnett,190.5,113.4,198.12,Orthodox,1977-11-10,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,35.0,8.0,0.0
Josh Bennett,193.04,117.48,,Orthodox,,,,,,,,,,,,
Josh Bryant,177.8,83.91,,Orthodox,1980-04-23,1.1,20.0,6.1,43.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0
Josh Bumgarner,185.42,77.11,,,,,,,,,,,,,,
Josh Burns,185.42,110.68,,,1978-05-15,,,,,,,,,,,
Josh Clopton,167.64,65.77,,Orthodox,1981-07-11,1.6,64.0,2.87,50.0,2.0,66.0,75.0,0.0,6.0,2.0,1.0
Josh Copeland,185.42,120.2,,Orthodox,1982-10-20,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,12.0,4.0,0.0
Josh Culibao,177.8,65.77,185.42,Orthodox,1994-05-24,3.41,44.0,3.04,59.0,0.0,0.0,65.0,0.3,11.0,4.0,1.0
Josh Diekmann,162.56,111.58,,,1976-10-09,,,,,,,,,,,
Josh Emmett,167.64,65.77,177.8,Orthodox,1985-03-04,3.75,35.0,4.46,60.0,1.09,37.0,46.0,0.1,19.0,5.0,0.0
Josh Epps,,58.97,,,1986-08-23,,,,,,,,,,,
Josh Ferguson,165.1,56.7,,Orthodox,1988-05-13,2.13,43.0,4.18,32.0,0.59,11.0,54.0,0.0,10.0,5.0,0.0
Josh Fremd,193.04,83.91,193.04,Orthodox,1994-01-15,2.52,44.0,2.23,47.0,0.66,25.0,30.0,1.1,11.0,6.0,0.0
Josh Grispi,180.34,65.77,187.96,Orthodox,1988-10-14,1.44,41.0,3.71,50.0,1.97,36.0,16.0,2.2,14.0,5.0,0.0
Josh Haynes,175.26,77.11,,Orthodox,1977-07-30,1.25,22.0,4.03,52.0,0.94,18.0,42.0,0.0,14.0,11.0,0.0
Josh Hendricks,187.96,106.59,,Southpaw,1976-08-28,0.98,20.0,11.8,29.0,0.0,0.0,0.0,0.0,19.0,11.0,0.0
Josh Hokit,185.42,107.95,185.42,Orthodox,1997-11-12,,,,,,,,,,,
Josh Janousek,180.34,83.91,,Orthodox,1980-09-25,,,,,,,,,,,
Josh Jarvis,,,,,,,,,,,,,,,,
Josh Koscheck,177.8,77.11,185.42,Orthodox,1977-11-30,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,17.0,11.0,0.0
Josh LaBerge,177.8,65.77,,,,,,,,,,,,,,
Josh McDonald,,83.91,,,,,,,,,,,,,,
Josh Neal,182.88,83.91,,,,,,,,,,,,,,
Josh Neer,180.34,77.11,182.88,Orthodox,1983-03-24,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3,36.0,16.0,1.0
Josh Paiva,167.64,56.7,,,1991-04-05,,,,,,,,,,,
Josh Parisian,193.04,120.2,200.66,Orthodox,1989-06-28,4.55,48.0,4.88,41.0,0.98,33.0,46.0,0.2,15.0,8.0,0.0
Josh Pulsifer,177.8,65.77,,,1983-03-16,,,,,,,,,,,
Josh Quinlan,182.88,77.11,182.88,Orthodox,1993-02-06,3.57,42.0,6.38,53.0,0.34,11.0,71.0,0.0,6.0,3.0,0.0
Josh Rafferty,182.88,77.11,,Orthodox,1981-01-06,0.6,33.0,3.6,50.0,0.0,0.0,0.0,9.0,9.0,8.0,0.0
Josh Samman,190.5,83.91,200.66,Orthodox,1988-03-14,2.08,52.0,2.47,34.0,1.09,33.0,33.0,0.4,13.0,4.0,0.0
Josh Sampo,162.56,56.7,162.56,Orthodox,1984-07-24,1.99,36.0,2.96,55.0,1.06,33.0,40.0,2.1,11.0,5.0,0.0
Josh San Diego,177.8,61.23,,,,,,,,,,,,,,
Josh Shockley,185.42,70.31,,Orthodox,1989-11-15,1.4,33.0,1.75,60.0,0.0,0.0,61.0,0.8,11.0,4.0,0.0
Josh Shockman,193.04,106.59,,Southpaw,1980-12-29,0.87,32.0,0.87,58.0,0.0,0.0,23.0,0.0,6.0,3.0,0.0
Josh Smith,182.88,70.31,,Orthodox,1982-07-02,,,,,,,,,,,
Josh Stansbury,187.96,92.99,187.96,Orthodox,1984-11-19,3.22,54.0,3.54,54.0,0.0,0.0,87.0,1.0,4.0,8.0,0.0
Josh Stuart,175.26,72.57,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Josh Thomson,177.8,70.31,180.34,Orthodox,1978-09-21,2.59,47.0,2.12,64.0,1.92,39.0,54.0,1.3,22.0,9.0,0.0
Josh Thornburg,182.88,77.11,,,1984-05-24,,,,,,,,,,,
Josh Wick,175.26,70.31,175.26,Switch,1994-10-04,,,,,,,,,,,
Joshua Burkman,177.8,77.11,182.88,Orthodox,1980-04-10,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3,28.0,16.0,0.0
Joshua Van,165.1,56.7,165.1,Orthodox,2001-10-10,8.86,56.0,6.36,57.0,0.85,63.0,81.0,0.0,15.0,2.0,0.0
Joshua Wang-Kim,175.26,61.23,180.34,Switch,1992-11-16,,,,,,,,,,,
Joshua Weems,172.72,61.23,175.26,Orthodox,1994-05-05,5.25,64.0,3.34,61.0,4.77,40.0,100.0,0.0,11.0,3.0,0.0
Josiah Harrell,170.18,77.11,172.72,Southpaw,1998-11-13,,,,,,,,,,,
Josiane Nunes,157.48,61.23,170.18,Southpaw,1993-12-23,5.65,43.0,5.76,51.0,0.0,0.0,58.0,0.0,10.0,4.0,0.0
Josias Musasa,172.72,61.23,187.96,Southpaw,1998-10-10,3.45,43.0,4.6,28.0,0.82,50.0,77.0,0.8,8.0,1.0,0.0
Journey Newson,165.1,61.23,170.18,Orthodox,1989-03-07,2.64,32.0,2.57,64.0,0.56,16.0,43.0,0.3,10.0,5.0,0.0
Jovan Leka,,120.2,,,2002-03-15,,,,,,,,,,,
Juan Adams,195.58,120.2,203.2,Orthodox,1992-01-16,7.09,55.0,4.06,34.0,0.91,66.0,57.0,0.0,5.0,3.0,0.0
Juan Adrian Luna,,61.23,,,1995-08-20,,,,,,,,,,,
Juan Alcain,,,,,,,,,,,,,,,,
Juan Andres Luna,170.18,56.7,182.88,Orthodox,1995-08-20,,,,,,,,,,,
Juan Cabrera,,83.91,,,2004-02-19,,,,,,,,,,,
Juan Diaz,,61.23,,,1998-06-03,,,,,,,,,,,
Juan Espino,190.5,115.67,203.2,Orthodox,1980-10-09,2.38,70.0,1.95,40.0,8.93,78.0,50.0,2.4,11.0,2.0,0.0
Juan Manuel Puig,175.26,65.77,,Orthodox,1989-04-23,4.91,23.0,7.17,51.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0
Juan Miranda,,70.31,,,,,,,,,,,,,,
Juan Mott,182.88,86.18,,Switch,,,,,,,,,,,,
Juan Puerta,175.26,56.7,180.34,Southpaw,1988-01-20,,,,,,,,,,,
Juancamilo Ronderos,160.02,56.7,162.56,Southpaw,1995-02-17,2.18,30.0,2.18,63.0,2.72,33.0,0.0,0.0,4.0,2.0,0.0
Jules Bruchez,182.88,92.99,,Southpaw,1977-08-16,0.69,50.0,5.52,46.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Julia Avila,170.18,61.23,172.72,Orthodox,1988-05-11,2.81,42.0,3.28,55.0,0.63,37.0,52.0,0.2,9.0,4.0,0.0
Julia Budd,170.18,65.77,170.18,,1983-07-04,,,,,,,,,,,
Julia Polastri,157.48,52.16,160.02,Orthodox,1998-03-05,5.62,55.0,5.37,56.0,0.87,80.0,58.0,0.4,13.0,5.0,0.0
Julian Erosa,185.42,65.77,187.96,Southpaw,1989-07-31,6.21,48.0,6.27,48.0,1.78,43.0,61.0,0.7,31.0,13.0,0.0
Julian Marquez,187.96,83.91,182.88,Orthodox,1990-05-08,5.06,45.0,5.35,50.0,0.0,0.0,54.0,2.6,9.0,6.0,0.0
Julian Sanchez,190.5,136.08,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Juliana Lima,165.1,52.16,165.1,Orthodox,1982-03-15,1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,9.0,5.0,0.0
Juliana Miller,170.18,56.7,167.64,Orthodox,1996-05-07,2.73,44.0,3.78,36.0,2.2,38.0,44.0,1.3,5.0,3.0,0.0
Julianna Pena,167.64,61.23,175.26,Orthodox,1989-08-19,3.1,44.0,2.56,57.0,1.7,54.0,24.0,0.8,13.0,6.0,0.0
Julie Kedzie,165.1,61.23,,Orthodox,1981-03-18,2.9,36.0,3.18,46.0,1.14,23.0,78.0,0.0,16.0,13.0,0.0
Julien Leblanc,,83.91,,,1992-01-21,,,,,,,,,,,
Julieta Martinez,154.94,52.16,157.48,Orthodox,2004-09-14,,,,,,,,,,,
Julija Stoliarenko,170.18,56.7,167.64,Orthodox,1993-04-08,2.74,38.0,4.45,46.0,0.78,20.0,54.0,1.4,11.0,10.0,2.0
Julio Arce,170.18,65.77,177.8,Southpaw,1989-10-27,4.36,36.0,3.05,68.0,0.46,28.0,96.0,0.3,19.0,6.0,0.0
Julio Cesar Neves Jr.,172.72,65.77,,,1994-04-25,,,,,,,,,,,
Julio Paulino,182.88,77.11,,Orthodox,1975-12-04,0.97,27.0,1.87,48.0,0.0,0.0,37.0,0.5,23.0,5.0,0.0
Julius Anglickas,190.5,92.99,,Orthodox,1991-07-23,,,,,,,,,,,
Julius Walker,193.04,92.99,198.12,Orthodox,1999-07-16,4.33,55.0,3.53,43.0,3.5,36.0,100.0,0.0,7.0,1.0,0.0
Jumabieke Tuerxun,170.18,61.23,,Orthodox,1986-04-17,1.6,28.0,3.08,59.0,0.47,11.0,66.0,0.9,19.0,4.0,1.0
JunYong Park,177.8,83.91,185.42,Orthodox,1991-02-27,4.59,50.0,3.59,53.0,1.87,42.0,57.0,0.9,19.0,6.0,0.0
JunYoung Hong,175.26,65.77,175.26,Orthodox,1990-12-18,,,,,,,,,,,
JungHyun Lee,165.1,56.7,165.1,Orthodox,2002-09-10,,,,,,,,,,,
Junie Browning,175.26,70.31,,Orthodox,1984-05-12,3.76,48.0,1.76,66.0,3.53,66.0,0.0,3.5,5.0,6.0,0.0
Junior Albini,190.5,119.75,187.96,Orthodox,1991-03-15,3.98,51.0,6.08,52.0,1.54,37.0,100.0,0.0,14.0,6.0,0.0
Junior Assuncao,175.26,65.77,182.88,Orthodox,1981-06-24,3.31,62.0,2.06,44.0,2.43,24.0,66.0,0.7,16.0,6.0,0.0
Junior Barata,177.8,77.11,,Orthodox,1982-01-25,,,,,,,,,,,
Junior Dos Santos,193.04,107.95,195.58,Orthodox,1984-01-30,4.49,47.0,3.33,56.0,0.3,50.0,81.0,0.1,21.0,9.0,0.0
Junior Tafa,190.5,92.99,190.5,Orthodox,1996-09-21,3.19,51.0,2.49,51.0,0.0,0.0,69.0,0.0,6.0,4.0,0.0
Junya Kudo,,61.23,,Orthodox,,,,,,,,,,,,
Junye Gao,,56.7,,,,,,,,,,,,,,
Jussier Formiga,165.1,56.7,170.18,Orthodox,1985-04-14,1.42,39.0,2.34,64.0,1.82,35.0,87.0,0.6,23.0,8.0,0.0
Justice Torres,170.18,65.77,167.64,Southpaw,1997-10-19,,,,,,,,,,,
Justin Bruckmann,175.26,77.11,,Orthodox,,,,,,,,,,,,
Justin Buchholz,182.88,70.31,185.42,Orthodox,1983-08-22,2.35,26.0,4.14,51.0,0.0,0.0,33.0,0.8,15.0,10.0,0.0
Justin Burlinson,185.42,77.11,187.96,Switch,1997-05-19,,,,,,,,,,,
Justin Davis,180.34,92.99,,,1983-04-01,,,,,,,,,,,
Justin DeMoney,,77.11,,,1985-07-01,,,,,,,,,,,
Justin Edwards,177.8,70.31,177.8,Orthodox,1983-01-26,2.68,42.0,3.32,51.0,2.14,26.0,27.0,1.0,9.0,5.0,0.0
Justin Eilers,185.42,106.59,,Orthodox,1978-06-28,2.86,43.0,5.66,49.0,0.82,25.0,50.0,0.0,19.0,7.0,1.0
Justin Frazier,182.88,120.2,190.5,Southpaw,1989-06-15,1.11,66.0,6.11,4.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0
Justin Gaethje,180.34,70.31,177.8,Orthodox,1988-11-14,6.59,58.0,7.18,51.0,0.1,14.0,68.0,0.0,26.0,5.0,0.0
Justin Gonzales,175.26,65.77,182.88,Orthodox,1991-04-28,,,,,,,,,,,
Justin Governale,,65.77,,,,,,,,,,,,,,
Justin Guthrie,185.42,77.11,,,1981-01-19,,,,,,,,,,,
Justin Haskins,177.8,77.11,,Orthodox,1979-08-30,,,,,,,,,,,
Justin Hawes,180.34,92.99,,,1979-01-13,,,,,,,,,,,
Justin James,177.8,70.31,,Orthodox,1976-11-08,1.34,36.0,2.68,50.0,0.0,0.0,50.0,1.6,13.0,7.0,0.0
Justin Jaynes,170.18,65.77,172.72,Orthodox,1989-08-10,3.34,44.0,5.33,62.0,0.75,40.0,20.0,1.1,16.0,8.0,0.0
Justin Jones,180.34,83.91,,Orthodox,1987-09-06,1.7,36.0,3.17,45.0,1.0,15.0,46.0,0.5,9.0,2.0,0.0
Justin Lawrence,172.72,65.77,170.18,Orthodox,1990-05-15,3.84,35.0,2.83,67.0,0.72,28.0,73.0,0.0,10.0,4.0,0.0
Justin Ledet,193.04,92.99,203.2,Orthodox,1988-09-28,3.35,39.0,4.82,49.0,0.23,50.0,42.0,0.2,9.0,4.0,0.0
Justin Levens,180.34,83.91,,Orthodox,1980-04-18,1.24,47.0,3.15,37.0,1.69,50.0,33.0,5.1,10.0,7.0,0.0
Justin Martin,182.88,83.91,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
Justin McCully,185.42,102.06,185.42,Orthodox,1976-02-18,1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,11.0,5.0,2.0
Justin McElfresh,198.12,92.99,,Orthodox,1980-01-04,,,,,,,,,,,
Justin Patterson,177.8,77.11,,,1985-12-07,,,,,,,,,,,
Justin Pennington,162.56,,,,,,,,,,,,,,,
Justin Robbins,165.1,61.23,,,1980-07-29,,,,,,,,,,,
Justin Salas,172.72,70.31,177.8,Southpaw,1982-03-13,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,12.0,7.0,0.0
Justin Scoggins,170.18,56.7,167.64,Southpaw,1992-05-02,3.56,51.0,2.16,55.0,3.42,63.0,82.0,0.5,11.0,5.0,0.0
Justin Smitley,,65.77,,,,,,,,,,,,,,
Justin Sumter,187.96,83.91,203.2,Southpaw,1989-11-16,,,,,,,,,,,
Justin Tafa,182.88,119.75,187.96,Southpaw,1993-12-13,4.05,54.0,5.11,47.0,0.0,0.0,53.0,0.0,7.0,5.0,0.0
Justin Wilcox,167.64,70.31,,Orthodox,1979-03-12,,,,,,,,,,,
Justin Willis,185.42,119.75,198.12,Southpaw,1987-07-19,3.37,59.0,2.57,57.0,0.96,66.0,36.0,0.0,8.0,2.0,0.0
Justin Wren,187.96,120.2,,Orthodox,1987-04-27,3.43,35.0,2.07,64.0,0.0,0.0,100.0,0.0,13.0,2.0,0.0
Justine Kish,165.1,56.7,162.56,Orthodox,1988-04-13,4.51,48.0,4.59,57.0,0.87,33.0,50.0,0.1,7.0,4.0,0.0
Jutaro Nakao,175.26,77.11,,Southpaw,1970-11-30,0.53,38.0,1.06,44.0,0.38,50.0,56.0,0.0,25.0,19.0,4.0
KB Bhullar,193.04,83.91,198.12,Switch,1991-10-12,4.31,49.0,5.39,45.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0
KJ Noons,177.8,70.31,177.8,Orthodox,1982-12-07,3.68,35.0,3.78,65.0,0.08,20.0,68.0,0.0,13.0,9.0,0.0
Kaan Ofli,170.18,65.77,167.64,Orthodox,1993-06-19,2.0,45.0,2.93,60.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0
Kai Asakura,172.72,56.7,175.26,Orthodox,1993-10-31,2.27,32.0,3.53,52.0,0.0,0.0,50.0,0.0,21.0,6.0,0.0
Kai Kamaka,170.18,65.77,175.26,Orthodox,1995-01-05,4.96,57.0,5.29,55.0,1.93,58.0,52.0,0.3,8.0,4.0,1.0
Kai Kara-France,162.56,56.7,175.26,Orthodox,1993-03-26,4.46,40.0,3.24,64.0,0.56,30.0,83.0,0.0,25.0,12.0,0.0
Kai Yoshida,175.26,56.7,175.26,Southpaw,1999-10-10,,,,,,,,,,,
Kaik Brito,180.34,77.11,182.88,Orthodox,1997-03-26,,,,,,,,,,,
Kailan Hill,185.42,83.91,195.58,Southpaw,1994-12-01,,,,,,,,,,,
Kailin Curran,162.56,52.16,165.1,Orthodox,1991-04-11,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,4.0,5.0,0.0
Kain Royer,,83.91,,,,,,,,,,,,,,
Kaitlin Young,175.26,61.23,,Orthodox,1985-09-15,,,,,,,,,,,
Kaito Oda,,56.7,,,1998-02-13,,,,,,,,,,,
Kaiwen,172.72,65.77,180.34,Switch,1995-10-16,,,,,,,,,,,
Kajan Johnson,180.34,70.31,190.5,Orthodox,1984-04-21,2.47,42.0,1.59,64.0,1.54,37.0,62.0,0.2,23.0,13.0,1.0
Kaleio Romero,177.8,65.77,175.26,Switch,1996-04-19,,,,,,,,,,,
Kaleo Kwan,170.18,70.31,,,1970-08-01,,,,,,,,,,,
Kali Robbins,160.02,52.16,160.02,Orthodox,1984-07-05,,,,,,,,,,,
Kalib Starnes,190.5,83.91,187.96,Orthodox,1975-01-06,2.71,48.0,4.43,53.0,1.46,33.0,25.0,0.6,17.0,11.0,1.0
Kalindra Faria,170.18,56.7,,Switch,1986-07-23,2.23,56.0,1.44,45.0,1.31,66.0,20.0,0.7,18.0,8.0,1.0
Kaline Medeiros,160.02,52.16,,,,,,,,,,,,,,
Kaloyan Kolev,187.96,92.99,185.42,Orthodox,1992-10-17,,,,,,,,,,,
Kamal Shalorus,172.72,70.31,172.72,Orthodox,1972-08-27,3.06,32.0,2.99,70.0,2.07,50.0,80.0,0.0,9.0,5.0,2.0
Kamaru Usman,182.88,77.11,193.04,Switch,1987-05-11,4.16,51.0,2.67,55.0,2.79,44.0,89.0,0.1,21.0,4.0,0.0
Kamuela Kirk,177.8,70.31,190.5,Switch,1994-04-13,3.22,50.0,5.87,40.0,1.5,26.0,47.0,1.2,12.0,6.0,0.0
Kanako Murata,154.94,52.16,157.48,Orthodox,1993-08-10,2.15,56.0,2.4,53.0,3.38,56.0,100.0,0.8,12.0,3.0,0.0
Kantharaj Agasa,,61.23,,,1992-02-16,,,,,,,,,,,
Karen Darabedyan,170.18,70.31,172.72,Orthodox,1986-12-18,,,,,,,,,,,
Karine Gevorgyan,162.56,56.7,160.02,,1989-03-09,1.2,20.0,1.8,76.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
Karine Silva,165.1,56.7,170.18,Orthodox,1993-12-02,2.73,38.0,2.89,51.0,2.37,47.0,11.0,1.9,19.0,5.0,0.0
Karl Amoussou,180.34,83.91,,Orthodox,1985-11-21,,,,,,,,,,,
Karl Reed,190.5,92.99,198.12,Orthodox,1988-10-27,,,,,,,,,,,
Karl Roberson,185.42,92.99,187.96,Southpaw,1990-10-04,2.57,51.0,2.42,57.0,0.72,40.0,40.0,0.5,9.0,6.0,0.0
Karl Williams,190.5,106.59,200.66,Orthodox,1990-01-06,2.68,48.0,2.15,55.0,4.2,48.0,100.0,0.2,10.0,2.0,0.0
Karl Willis,,,,,,,,,,,,,,,,
Karla Benitez,160.02,51.26,,,,,,,,,,,,,,
Karlos Vemola,182.88,83.91,190.5,Orthodox,1985-07-03,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7,17.0,5.0,0.0
Karo Parisyan,177.8,77.11,182.88,Orthodox,1982-08-28,2.49,41.0,2.19,58.0,5.27,59.0,59.0,1.0,24.0,11.0,0.0
Karol Rosa,165.1,61.23,170.18,Orthodox,1994-12-30,5.88,56.0,4.59,49.0,1.17,48.0,70.0,0.2,19.0,7.0,0.0
Karolina Kowalkiewicz,160.02,52.16,162.56,Orthodox,1985-10-15,5.54,43.0,5.51,57.0,0.31,22.0,74.0,0.2,16.0,9.0,0.0
Karolina Wojcik,157.48,52.16,,Orthodox,1994-12-09,,,,,,,,,,,
Kasey Tanner,170.18,61.23,175.26,Orthodox,1992-01-11,,,,,,,,,,,
Kasib Murdoch,,61.23,,,,,,,,,,,,,,
Kathryn Paprocki,160.02,52.16,160.02,Orthodox,1993-04-28,,,,,,,,,,,
Katlyn Cerminara,175.26,56.7,172.72,Orthodox,1988-12-28,4.58,34.0,4.48,62.0,0.31,15.0,50.0,0.3,18.0,6.0,0.0
Katsuaki Furuki,182.88,76.2,,,1980-11-10,,,,,,,,,,,
Katsuhiko Nagata,170.18,69.85,,Southpaw,1973-10-31,,,,,,,,,,,
Katsuhisa Fujii,182.88,92.99,,Orthodox,1972-08-15,4.0,50.0,4.43,64.0,2.14,25.0,50.0,2.1,9.0,18.0,1.0
Katsunori Kikuno,172.72,65.77,167.64,Orthodox,1981-10-31,2.64,40.0,2.47,61.0,1.88,75.0,76.0,0.8,24.0,8.0,2.0
Katsuya Inoue,175.26,76.2,,Southpaw,1979-08-10,,,,,,,,,,,
Katsuyori Shibata,182.88,76.2,,Orthodox,1979-11-17,,,,,,,,,,,
Kaue Fernandes,175.26,70.31,185.42,Orthodox,1995-03-17,4.28,55.0,1.42,62.0,1.18,100.0,76.0,0.0,11.0,2.0,0.0
Kaushik Saikumar,177.8,61.23,180.34,Orthodox,1997-12-11,,,,,,,,,,,
Kay Hansen,157.48,52.16,160.02,Orthodox,1999-08-14,3.01,50.0,3.19,51.0,1.83,22.0,37.0,0.8,7.0,6.0,0.0
Kayla Harrison,172.72,61.23,167.64,Southpaw,1990-07-02,4.29,62.0,1.1,66.0,2.84,37.0,100.0,0.9,19.0,1.0,0.0
Kaynan Kruschewsky,182.88,70.31,185.42,Orthodox,1991-04-04,5.67,50.0,5.71,46.0,2.74,100.0,75.0,2.1,15.0,3.0,0.0
Kazuhiro Hamanaka,182.88,83.91,,Southpaw,1978-10-24,,,,,,,,,,,
Kazuhiro Nakamura,180.34,92.99,177.8,Orthodox,1979-07-16,1.56,37.0,1.83,59.0,1.73,36.0,42.0,0.6,21.0,13.0,0.0
Kazuhisa Watanabe,167.64,63.05,,,1983-05-18,,,,,,,,,,,
Kazuki Okubo,180.34,79.38,,Orthodox,,,,,,,,,,,,
Kazuki Tokudome,180.34,70.31,185.42,Southpaw,1987-03-04,2.26,41.0,3.63,53.0,2.0,38.0,78.0,0.0,18.0,7.0,1.0
Kazula Vargas,172.72,70.31,180.34,Southpaw,1985-08-15,3.65,53.0,1.77,57.0,0.4,25.0,30.0,0.4,12.0,5.0,0.0
Kazuma Maruyama,180.34,70.31,182.88,Orthodox,1992-07-19,,,,,,,,,,,
Kazunari Murakami,185.42,99.79,,Orthodox,1973-11-29,,,,,,,,,,,
Kazunori Yokota,172.72,69.85,,Orthodox,1978-04-03,,,,,,,,,,,
Kazuo Misaki,172.72,83.01,,Orthodox,1976-04-25,,,,,,,,,,,
Kazushi Sakuraba,182.88,83.91,,Southpaw,1969-07-14,1.26,41.0,2.03,51.0,1.26,31.0,48.0,1.7,26.0,17.0,1.0
Kazuyuki Fujita,182.88,106.59,,Orthodox,1970-10-16,,,,,,,,,,,
Kazuyuki Miyata,172.72,63.05,,Orthodox,,,,,,,,,,,,
Keenan Raymond,,74.84,,,,,,,,,,,,,,
Keigo Kunihara,182.88,106.59,,Orthodox,,0.17,10.0,1.99,57.0,4.97,40.0,100.0,2.5,3.0,2.0,0.0
Keiichiro Nakamura,177.8,65.77,177.8,Southpaw,1998-12-02,,,,,,,,,,,
Keiichiro Yamamiya,180.34,83.91,,Southpaw,1972-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,35.0,10.0
Keisuke Fujiwara,167.64,63.05,,Switch,,,,,,,,,,,,
Keisuke Sasu,165.1,65.77,175.26,Switch,1994-09-30,,,,,,,,,,,
Keita Nakamura,180.34,77.11,185.42,Southpaw,1984-05-22,2.23,36.0,3.2,58.0,1.65,48.0,63.0,0.3,34.0,10.0,2.0
Keith Berish,182.88,92.99,,Orthodox,1985-11-14,3.58,36.0,4.81,62.0,1.76,40.0,0.0,0.0,5.0,1.0,0.0
